TransactionID, Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
T4587,04/11/2017,6,3542.11,188.17,531.32,3730.29,Cash,OFF-BI-10003718,645,3
T4588,04/11/2017,3,13.39,0.84,0,14.23,Cash,OFF-FA-10004838,645,3
T4589,04/11/2017,3,60.05,3.38,6,63.43,Cash,FUR-FU-10002508,645,3
T4590,04/11/2017,7,905.1,39.6,271.53,944.7,Cash,OFF-ST-10001511,645,3
T4591,31/12/2016,2,35.52,2,3.55,37.52,Cash,OFF-SU-10000952,306,1
T4592,31/12/2016,2,604.77,32.13,90.72,636.9,Cash,TEC-PH-10002275,306,1
T4593,31/12/2016,3,329.29,14.41,98.79,343.7,Cash,FUR-CH-10003535,306,1
T4594,31/12/2016,2,6.32,0.4,0,6.72,Cash,OFF-AP-10004052,306,1
T4595,31/12/2016,3,902.71,47.96,135.41,950.67,Cash,FUR-TA-10003473,306,1
T4596,31/12/2016,3,129.53,7.29,12.95,136.81,Cash,OFF-AR-10001897,306,1
T4597,10/12/2016,8,27.14,1.7,0,28.83,Cash,OFF-AR-10000034,680,1
T4598,01/09/2017,3,21.81,1.36,0,23.17,Cash,OFF-SU-10004115,378,1
T4599,01/09/2017,5,91.6,5.15,9.16,96.75,Cash,OFF-AP-10001947,378,1
T4600,20/07/2015,1,120.78,5.28,36.24,126.07,Cash,FUR-CH-10004853,451,3
T4601,20/07/2015,9,137.25,7.72,13.73,144.97,Cash,OFF-EN-10000483,451,3
T4602,20/07/2015,4,9.22,0.58,0,9.79,Cash,OFF-FA-10001332,451,3
T4603,29/05/2015,1,18.27,1.03,1.83,19.3,netbanking,OFF-PA-10003790,409,3
T4604,29/05/2015,4,307.46,15.37,61.49,322.83,netbanking,OFF-PA-10003134,409,3
T4605,29/05/2015,2,24.45,1.38,2.44,25.82,netbanking,OFF-EN-10004459,409,3
T4606,29/05/2015,7,209.93,11.81,20.99,221.74,netbanking,TEC-AC-10003628,409,3
T4607,02/06/2015,1,45.99,2.59,4.6,48.58,COD,TEC-PH-10004093,475,2
T4608,02/06/2015,3,428.33,18.74,128.5,447.07,COD,OFF-ST-10001490,475,2
T4609,02/06/2015,2,6.1,0.38,0,6.48,COD,OFF-BI-10000605,475,2
T4610,02/06/2015,7,45.36,2.84,0,48.2,COD,OFF-PA-10004255,475,2
T4611,14/11/2017,8,37.7,2.36,0,40.05,netbanking,FUR-FU-10000023,33,3
T4612,26/01/2016,4,12.54,0.78,0,13.33,COD,OFF-BI-10000285,429,1
T4613,06/01/2017,3,119.04,6.7,11.9,125.74,Credit card,OFF-AR-10000588,213,1
T4614,06/01/2017,5,46.96,2.94,0,49.9,Credit card,OFF-PA-10002250,213,1
T4615,10/09/2016,3,188.37,9.42,37.67,197.79,Debitcard,OFF-AP-10002457,690,2
T4616,10/09/2016,9,71.1,4.44,0,75.54,Debitcard,OFF-FA-10002763,690,2
T4617,07/09/2015,3,268.75,13.44,53.75,282.19,EMI,TEC-AC-10000109,104,1
T4618,26/09/2015,2,943.84,50.14,141.58,993.98,netbanking,TEC-PH-10002415,275,1
T4619,26/09/2015,3,434.35,19,130.31,453.35,netbanking,FUR-CH-10000785,275,1
T4620,25/12/2017,6,5759.9,305.99,863.99,6065.9,COD,TEC-CO-10001449,85,2
T4621,25/12/2017,3,45.24,2.54,4.52,47.78,COD,OFF-BI-10001670,85,2
T4622,08/10/2015,5,77.55,4.36,7.76,81.91,Debitcard,OFF-ST-10001328,246,3
T4623,14/09/2017,3,8.83,0.55,0,9.38,Debitcard,OFF-SU-10001225,3,3
T4624,14/09/2017,4,131.17,7.38,13.12,138.55,Debitcard,OFF-PA-10000357,3,3
T4625,14/09/2017,2,516.96,27.46,77.54,544.42,Debitcard,OFF-ST-10000046,3,3
T4626,14/09/2017,3,14.14,0.88,0,15.02,Debitcard,FUR-FU-10000023,3,3
T4627,18/11/2016,5,124.08,6.98,12.41,131.06,Cash,OFF-ST-10003455,317,2
T4628,18/11/2016,2,19.9,1.24,0,21.15,Cash,OFF-ST-10000876,317,2
T4629,18/11/2016,5,225.2,12.67,22.52,237.87,Cash,OFF-AR-10003582,317,2
T4630,18/11/2016,3,87.91,4.95,8.79,92.86,Cash,OFF-ST-10004258,317,2
T4631,15/10/2015,2,34.28,1.93,3.43,36.21,Cash,FUR-FU-10000719,316,3
T4632,08/08/2017,5,103.5,5.82,10.35,109.32,netbanking,OFF-LA-10001297,233,1
T4633,08/08/2017,3,198.34,9.92,39.67,208.25,netbanking,FUR-FU-10000723,233,1
T4634,26/08/2015,6,3518.39,186.91,527.76,3705.3,Cash,FUR-BO-10003893,104,1
T4635,26/08/2015,1,64.78,3.24,12.96,68.02,Cash,OFF-ST-10000736,104,1
T4636,17/03/2017,3,194.35,9.72,38.87,204.07,COD,OFF-ST-10000736,511,3
T4637,29/04/2017,4,297.41,14.87,59.48,312.28,EMI,OFF-AR-10003373,276,2
T4638,29/04/2017,3,9.91,0.62,0,10.53,EMI,OFF-AR-10000390,276,2
T4639,29/04/2017,2,47.3,2.66,4.73,49.96,EMI,OFF-AR-10001725,276,2
T4640,16/09/2016,8,2559.87,135.99,383.98,2695.87,Cash,TEC-CO-10001943,536,1
T4641,16/09/2016,1,8.87,0.55,0,9.43,Cash,OFF-EN-10002312,536,1
T4642,24/10/2017,4,9.5,0.59,0,10.1,COD,OFF-BI-10000831,457,3
T4643,24/10/2017,4,2316.54,123.07,347.48,2439.61,COD,FUR-CH-10000749,457,3
T4644,06/08/2015,2,7.96,0.5,0,8.46,EMI,OFF-BI-10002003,477,3
T4645,06/08/2015,2,837.6,44.5,125.64,882.1,EMI,TEC-MA-10001972,477,3
T4646,16/08/2016,2,113.37,5.67,22.67,119.04,Credit card,FUR-CH-10000225,605,1
T4647,05/06/2014,3,13.62,0.85,0,14.47,EMI,OFF-PA-10001622,226,2
T4648,01/05/2016,3,1303.94,69.27,195.59,1373.21,Cash,FUR-CH-10004983,749,1
T4649,19/05/2017,9,1320.57,57.77,396.17,1378.34,Debitcard,OFF-PA-10003228,11,1
T4650,19/05/2017,5,51.52,2.9,5.15,54.42,Debitcard,OFF-SU-10004498,11,1
T4651,12/04/2017,5,244.55,13.76,24.46,258.31,COD,OFF-PA-10001878,572,3
T4652,12/04/2017,4,195.76,11.01,19.58,206.77,COD,OFF-PA-10002923,572,3
T4653,23/02/2017,2,11.76,0.74,0,12.5,COD,OFF-PA-10001838,690,2
T4654,23/02/2017,5,133.16,7.49,13.32,140.65,COD,OFF-ST-10003123,690,2
T4655,26/06/2017,1,2.3,0.14,0,2.45,Debitcard,OFF-FA-10001332,410,2
T4656,10/05/2014,2,90.5,5.09,9.05,95.59,Credit card,OFF-ST-10003442,543,2
T4657,07/05/2015,2,119.81,5.99,23.96,125.8,COD,OFF-AR-10001468,648,1
T4658,07/05/2015,2,47.39,2.67,4.74,50.06,COD,OFF-AP-10003266,648,1
T4659,07/05/2015,2,15.94,1,0,16.93,COD,OFF-PA-10002230,648,1
T4660,07/05/2015,7,18.2,1.14,0,19.34,COD,OFF-AP-10003622,648,1
T4661,07/05/2015,3,68.88,3.87,6.89,72.75,COD,TEC-AC-10001542,648,1
T4662,07/05/2015,6,1688.23,89.69,253.23,1777.92,COD,FUR-CH-10002965,648,1
T4663,07/05/2015,3,153.5,7.68,30.7,161.18,COD,OFF-ST-10000563,648,1
T4664,22/09/2016,1,3,0.19,0,3.19,netbanking,OFF-LA-10002787,139,2
T4665,26/09/2016,9,5,0.31,0,5.32,Cash,OFF-BI-10004022,550,2
T4666,26/09/2016,2,33.12,1.86,3.31,34.98,Cash,OFF-LA-10001158,550,2
T4667,17/01/2016,4,79.92,4.5,7.99,84.42,EMI,FUR-FU-10000076,11,1
T4668,17/01/2016,2,139.96,7,27.99,146.96,EMI,TEC-AC-10002335,11,1
T4669,11/05/2017,10,33.18,2.07,0,35.25,netbanking,OFF-BI-10002827,588,2
T4670,11/05/2017,7,623.46,31.17,124.69,654.64,netbanking,FUR-BO-10001601,588,2
T4671,11/05/2017,5,1931.7,102.62,289.76,2034.32,netbanking,OFF-ST-10001932,588,2
T4672,06/08/2016,4,251.68,12.58,50.34,264.26,Credit card,OFF-AP-10001005,108,2
T4673,06/08/2016,4,635.96,27.82,190.79,663.78,Credit card,TEC-PH-10004042,108,2
T4674,06/08/2016,1,118.99,5.21,35.7,124.2,Credit card,TEC-PH-10001079,108,2
T4675,06/08/2016,3,545.88,23.88,163.76,569.76,Credit card,FUR-FU-10002918,108,2
T4676,29/03/2017,2,30.02,1.69,3,31.7,Debitcard,FUR-FU-10003832,9,3
T4677,19/03/2014,4,8.27,0.52,0,8.79,Debitcard,OFF-BI-10001617,640,2
T4678,19/03/2014,1,64.78,3.24,12.96,68.02,Debitcard,OFF-ST-10000736,640,2
T4679,19/03/2014,12,82.8,5.18,0,87.98,Debitcard,TEC-AC-10004877,640,2
T4680,19/03/2014,2,21.36,1.2,2.14,22.56,Debitcard,OFF-ST-10003221,640,2
T4681,19/03/2014,2,116.34,5.82,23.27,122.16,Debitcard,OFF-BI-10003007,640,2
T4682,18/07/2016,9,23.69,1.48,0,25.17,Debitcard,OFF-FA-10000936,682,2
T4683,01/12/2016,9,863.93,43.2,172.79,907.12,EMI,TEC-PH-10003811,161,1
T4684,03/09/2016,4,282.24,14.11,56.45,296.35,Credit card,FUR-TA-10004152,335,3
T4685,03/09/2016,4,327.76,16.39,65.55,344.15,Credit card,FUR-BO-10002853,335,3
T4686,03/09/2016,2,6.97,0.44,0,7.41,Credit card,OFF-BI-10002071,335,3
T4687,03/09/2016,7,39.69,2.48,0,42.17,Credit card,OFF-FA-10000053,335,3
T4688,30/06/2016,9,881.82,44.09,176.36,925.91,EMI,TEC-PH-10001305,333,2
T4689,03/04/2017,5,7.62,0.48,0,8.1,EMI,OFF-BI-10001525,670,2
T4690,22/12/2014,2,103.94,5.2,20.79,109.13,Debitcard,FUR-FU-10001876,565,3
T4691,22/12/2014,3,89.97,5.06,9,95.03,Debitcard,TEC-AC-10003628,565,3
T4692,22/12/2014,3,212.06,10.6,42.41,222.66,Debitcard,FUR-CH-10004860,565,3
T4693,22/12/2014,5,163.96,9.22,16.4,173.18,Debitcard,OFF-PA-10000357,565,3
T4694,22/12/2014,2,16.9,1.06,0,17.95,Debitcard,OFF-PA-10003270,565,3
T4695,17/12/2015,4,5.9,0.37,0,6.27,netbanking,OFF-BI-10000320,253,3
T4696,17/12/2015,3,484.7,21.21,145.41,505.91,netbanking,FUR-CH-10003846,253,3
T4697,17/12/2015,2,227.78,9.97,68.33,237.74,netbanking,FUR-CH-10004875,253,3
T4698,17/12/2015,9,546.66,27.33,109.33,573.99,netbanking,FUR-CH-10003817,253,3
T4699,17/12/2015,3,169.7,8.49,33.94,178.19,netbanking,FUR-FU-10002116,253,3
T4700,17/05/2017,2,10.5,0.66,0,11.15,COD,OFF-AR-10003481,452,3
T4701,17/05/2017,2,74.42,4.19,7.44,78.6,COD,OFF-ST-10004180,452,3
T4702,17/05/2017,2,8.56,0.54,0,9.1,COD,OFF-PA-10003657,452,3
T4703,17/05/2017,1,8,0.5,0,8.5,COD,FUR-FU-10001967,452,3
T4704,28/06/2016,2,17.42,1.09,0,18.51,netbanking,OFF-AP-10002082,705,3
T4705,18/05/2016,7,130.34,7.33,13.03,137.67,Debitcard,OFF-SU-10000381,152,3
T4706,18/05/2016,2,23.39,1.32,2.34,24.71,Debitcard,OFF-LA-10002475,152,3
T4707,18/05/2016,4,173.24,9.74,17.32,182.98,Debitcard,FUR-FU-10003975,152,3
T4708,30/06/2017,5,335.97,16.8,67.19,352.77,netbanking,OFF-BI-10003091,577,1
T4709,30/06/2017,3,130.71,7.35,13.07,138.06,netbanking,OFF-ST-10002974,577,1
T4710,30/06/2017,2,23.36,1.31,2.34,24.67,netbanking,OFF-AR-10000255,577,1
T4711,30/06/2017,3,186.93,9.35,37.39,196.28,netbanking,TEC-AC-10001284,577,1
T4712,31/03/2014,1,0.85,0.05,0,0.91,Credit card,OFF-BI-10003529,124,3
T4713,21/12/2014,7,45.36,2.84,0,48.2,Debitcard,OFF-PA-10000029,720,2
T4714,21/12/2014,2,113.14,5.66,22.63,118.79,Debitcard,FUR-FU-10002116,720,2
T4715,20/05/2017,2,517.06,27.47,77.56,544.52,Cash,TEC-PH-10002200,456,1
T4716,16/05/2015,2,201.58,8.82,60.48,210.4,EMI,TEC-PH-10000441,399,1
T4717,07/12/2017,2,626.35,33.27,93.95,659.63,netbanking,FUR-TA-10002958,476,3
T4718,17/12/2015,3,8.22,0.51,0,8.73,Credit card,OFF-AR-10001662,76,3
T4719,11/10/2015,7,72.58,4.08,7.26,76.66,EMI,OFF-PA-10004101,250,2
T4720,20/04/2015,7,1894.34,100.64,284.15,1994.98,Cash,OFF-ST-10002756,369,3
T4721,20/04/2015,2,49.57,2.79,4.96,52.36,Cash,OFF-PA-10000483,369,3
T4722,11/06/2014,3,645.44,34.29,96.82,679.73,Credit card,FUR-TA-10002041,750,2
T4723,07/09/2017,1,7.58,0.47,0,8.05,EMI,OFF-AR-10001166,279,3
T4724,22/05/2016,3,29.46,1.84,0,31.3,netbanking,OFF-LA-10004345,224,1
T4725,15/11/2016,2,19.78,1.24,0,21.01,Credit card,OFF-BI-10002852,698,1
T4726,15/11/2016,3,1343.09,71.35,201.46,1414.44,Credit card,OFF-AP-10001058,698,1
T4727,29/11/2014,4,2683.01,142.53,402.45,2825.54,netbanking,OFF-ST-10003470,487,2
T4728,29/11/2014,3,469.12,20.52,140.74,489.64,netbanking,FUR-BO-10003159,487,2
T4729,12/11/2014,7,92.36,5.2,9.24,97.55,EMI,OFF-BI-10003684,24,2
T4730,23/07/2016,3,31.15,1.75,3.12,32.9,EMI,TEC-AC-10000487,604,3
T4731,31/03/2015,6,212.64,11.96,21.26,224.6,Debitcard,OFF-PA-10001736,580,3
T4732,31/03/2015,3,19.74,1.23,0,20.97,Debitcard,OFF-PA-10001609,580,3
T4733,31/03/2015,3,42.6,2.4,4.26,45,Debitcard,TEC-AC-10003116,580,3
T4734,31/03/2015,3,15.94,1,0,16.93,Debitcard,FUR-FU-10004586,580,3
T4735,12/04/2016,3,512.36,22.42,153.71,534.77,EMI,FUR-CH-10000454,115,1
T4736,19/06/2015,2,6.61,0.41,0,7.02,Credit card,OFF-BI-10004970,391,1
T4737,19/06/2015,2,17.9,1.12,0,19.02,Credit card,OFF-BI-10002824,391,1
T4738,19/06/2015,2,108.77,5.44,21.75,114.21,Credit card,TEC-AC-10003657,391,1
T4739,24/02/2015,2,48.85,2.75,4.88,51.6,EMI,OFF-LA-10003510,151,3
T4740,24/02/2015,1,35.54,2,3.55,37.54,EMI,FUR-TA-10001676,151,3
T4741,16/11/2017,2,19.92,1.25,0,21.17,Debitcard,OFF-LA-10004853,395,3
T4742,16/11/2017,3,14.74,0.92,0,15.66,Debitcard,OFF-AR-10000315,395,3
T4743,16/11/2017,3,55.86,3.14,5.59,59,Debitcard,OFF-SU-10000381,395,3
T4744,05/03/2017,2,15.8,0.99,0,16.79,Cash,OFF-FA-10002763,149,3
T4745,05/03/2017,4,530.78,23.22,159.24,554.01,Cash,OFF-ST-10000877,149,3
T4746,05/03/2017,2,102.37,5.12,20.47,107.49,Cash,OFF-BI-10001071,149,3
T4747,05/03/2017,3,5.61,0.35,0,5.96,Cash,OFF-BI-10001097,149,3
T4748,03/03/2016,3,40.56,2.28,4.06,42.84,Debitcard,OFF-SU-10004782,379,1
T4749,03/03/2016,3,105.84,5.95,10.58,111.79,Debitcard,FUR-FU-10000672,379,1
T4750,25/12/2016,5,53.44,3.01,5.34,56.45,Cash,OFF-PA-10002986,297,3
T4751,09/10/2016,3,1256.4,66.75,188.46,1323.15,Credit card,TEC-MA-10001972,394,2
T4752,13/12/2016,3,122.04,6.86,12.2,128.9,Cash,TEC-PH-10000169,13,3
T4753,24/11/2017,2,235.76,10.31,70.73,246.08,EMI,FUR-CH-10001482,302,3
T4754,16/12/2015,4,55.92,3.15,5.59,59.07,EMI,TEC-AC-10002018,103,3
T4755,08/02/2017,2,3.88,0.24,0,4.12,COD,OFF-BI-10000301,619,2
T4756,08/02/2017,3,288.24,14.41,57.65,302.65,COD,OFF-PA-10004381,619,2
T4757,25/09/2017,2,2.54,0.16,0,2.7,Cash,OFF-BI-10004141,13,3
T4758,05/05/2017,7,130.12,7.32,13.01,137.44,Debitcard,OFF-BI-10001575,680,1
T4759,07/11/2014,4,1567.92,83.3,235.19,1651.22,Credit card,TEC-PH-10000984,612,1
T4760,07/11/2014,2,36.67,2.06,3.67,38.73,Credit card,OFF-BI-10000666,612,1
T4761,07/11/2014,2,5.89,0.37,0,6.26,Credit card,OFF-BI-10003712,612,1
T4762,04/01/2017,2,7.38,0.46,0,7.84,Debitcard,OFF-LA-10003720,299,3
T4763,04/01/2017,2,17.14,1.07,0,18.21,Debitcard,OFF-SU-10001664,299,3
T4764,21/09/2014,3,365.88,16.01,109.76,381.89,EMI,OFF-EN-10001453,750,2
T4765,27/11/2017,4,66.62,3.75,6.66,70.37,Debitcard,OFF-AR-10001860,311,3
T4766,28/04/2015,1,25.99,1.46,2.6,27.45,netbanking,OFF-AR-10001044,490,3
T4767,12/03/2015,5,113.52,6.39,11.35,119.91,EMI,TEC-AC-10002473,375,2
T4768,12/03/2015,3,359.88,15.74,107.96,375.62,EMI,TEC-PH-10001809,375,2
T4769,03/06/2017,4,76.03,4.28,7.6,80.31,netbanking,OFF-PA-10004733,751,3
T4770,24/09/2016,3,11.95,0.75,0,12.7,COD,OFF-BI-10003355,255,3
T4771,24/09/2016,3,9.98,0.62,0,10.61,COD,OFF-SU-10001212,255,3
T4772,03/11/2014,8,2969.34,157.75,445.4,3127.09,Debitcard,TEC-PH-10000486,550,2
T4773,27/11/2017,1,6.46,0.4,0,6.87,COD,FUR-FU-10004909,201,3
T4774,27/11/2017,5,23.04,1.44,0,24.48,COD,OFF-LA-10001613,201,3
T4775,27/11/2017,2,444.77,23.63,66.72,468.4,COD,TEC-PH-10004447,201,3
T4776,21/11/2017,4,46.72,2.63,4.67,49.35,Debitcard,OFF-AR-10000255,736,2
T4777,23/02/2016,3,17.34,1.08,0,18.42,Credit card,OFF-LA-10004425,317,2
T4778,23/02/2016,3,25.71,1.61,0,27.32,Credit card,OFF-SU-10001664,317,2
T4779,11/11/2017,7,40.38,2.52,0,42.9,Cash,OFF-AP-10000696,8,1
T4780,10/07/2014,1,63.88,3.19,12.78,67.08,Credit card,FUR-CH-10002647,660,2
T4781,12/11/2014,4,2342.21,124.43,351.33,2466.64,EMI,FUR-CH-10002758,57,3
T4782,12/11/2014,3,2.95,0.18,0,3.14,EMI,OFF-BI-10000201,57,3
T4783,12/11/2014,7,50.89,3.18,0,54.07,EMI,OFF-SU-10004115,57,3
T4784,01/02/2017,5,447.84,22.39,89.57,470.23,Debitcard,OFF-PA-10000806,674,1
T4785,16/12/2015,5,26.24,1.64,0,27.88,EMI,OFF-AR-10001473,6,1
T4786,16/12/2015,4,278.3,13.92,55.66,292.22,EMI,FUR-BO-10003450,6,1
T4787,16/12/2015,3,10.56,0.66,0,11.22,EMI,OFF-AR-10001545,6,1
T4788,16/12/2015,4,174.24,9.8,17.42,184.04,EMI,TEC-AC-10004396,6,1
T4789,16/12/2015,9,104.83,5.9,10.48,110.73,EMI,FUR-FU-10002456,6,1
T4790,16/12/2015,5,100.52,5.65,10.05,106.17,EMI,FUR-FU-10001473,6,1
T4791,16/12/2015,5,729.9,31.93,218.97,761.83,EMI,FUR-TA-10000849,6,1
T4792,16/12/2015,3,15.55,0.97,0,16.52,EMI,OFF-PA-10001166,6,1
T4793,16/12/2015,3,34.62,1.95,3.46,36.57,EMI,OFF-PA-10003256,6,1
T4794,04/07/2015,4,49.92,2.81,4.99,52.73,EMI,OFF-PA-10002870,515,2
T4795,23/03/2015,1,34.5,1.94,3.45,36.44,netbanking,FUR-FU-10001215,752,3
T4796,17/08/2015,3,11.28,0.71,0,11.99,EMI,OFF-BI-10004187,243,2
T4797,19/05/2016,3,172.75,8.64,34.55,181.38,Cash,OFF-BI-10001718,150,1
T4798,19/05/2016,6,38.88,2.43,0,41.31,Cash,OFF-PA-10004983,150,1
T4799,19/05/2016,3,75.48,4.25,7.55,79.73,Cash,FUR-FU-10002396,150,1
T4800,19/05/2016,5,54.5,3.07,5.45,57.57,Cash,TEC-PH-10003988,150,1
T4801,19/05/2016,2,9.54,0.6,0,10.13,Cash,OFF-AR-10002467,150,1
T4802,19/05/2016,2,20.76,1.17,2.08,21.93,Cash,OFF-BI-10004002,150,1
T4803,19/05/2016,8,71.42,4.46,0,75.89,Cash,OFF-BI-10002309,150,1
T4804,17/07/2017,1,39.59,2.23,3.96,41.82,Debitcard,TEC-PH-10003885,709,3
T4805,17/07/2017,9,273.02,15.36,27.3,288.38,Debitcard,FUR-FU-10002501,709,3
T4806,25/11/2015,2,30.35,1.71,3.04,32.06,COD,OFF-PA-10000176,160,1
T4807,25/11/2015,10,34.24,2.14,0,36.38,COD,OFF-PA-10000327,160,1
T4808,25/11/2015,3,33.63,1.89,3.36,35.52,COD,OFF-ST-10004634,160,1
T4809,28/11/2014,3,62.81,3.53,6.28,66.34,Debitcard,OFF-EN-10003040,537,2
T4810,30/12/2015,4,586.92,25.68,176.08,612.6,Credit card,OFF-PA-10003228,682,2
T4811,30/12/2015,2,479.8,25.49,71.97,505.29,Credit card,TEC-PH-10004345,682,2
T4812,19/11/2016,3,434.35,19,130.31,453.35,Credit card,FUR-CH-10000785,687,2
T4813,19/11/2016,4,4799.9,284.99,240,5084.9,Credit card,TEC-CO-10004115,687,2
T4814,19/11/2016,3,121.44,6.83,12.14,128.27,Credit card,FUR-FU-10002813,687,2
T4815,10/05/2016,3,17.94,1.12,0,19.06,Debitcard,OFF-PA-10002751,578,1
T4816,31/12/2014,3,22.83,1.43,0,24.26,Cash,OFF-PA-10004569,727,2
T4817,31/12/2014,2,69.31,3.9,6.93,73.21,Cash,OFF-AP-10002998,727,2
T4818,31/12/2014,2,40.78,2.29,4.08,43.07,Cash,OFF-AP-10003287,727,2
T4819,31/12/2014,4,283.92,14.2,56.78,298.12,Cash,OFF-ST-10001370,727,2
T4820,14/06/2017,2,6.22,0.39,0,6.6,Credit card,OFF-BI-10004040,753,1
T4821,11/04/2015,8,3705.98,196.88,555.9,3902.86,Cash,OFF-AP-10002651,725,3
T4822,11/04/2015,6,767.9,33.6,230.37,801.5,Cash,TEC-AC-10002402,725,3
T4823,11/07/2016,6,29.9,1.87,0,31.77,COD,OFF-BI-10001658,126,3
T4824,26/11/2016,7,80.92,4.55,8.09,85.47,netbanking,TEC-MA-10000752,238,2
T4825,26/11/2016,3,182.22,9.11,36.44,191.33,netbanking,FUR-CH-10003817,238,2
T4826,26/11/2016,3,155.9,7.8,31.18,163.7,netbanking,FUR-FU-10001876,238,2
T4827,15/11/2017,4,3.5,0.22,0,3.72,netbanking,OFF-BI-10003460,532,2
T4828,08/11/2014,2,69.52,3.91,6.95,73.43,Credit card,OFF-ST-10000464,706,2
T4829,08/11/2014,3,4.51,0.28,0,4.79,Credit card,OFF-AR-10001919,706,2
T4830,21/05/2016,3,6.89,0.43,0,7.32,Debitcard,OFF-BI-10002393,628,1
T4831,12/11/2014,6,196.7,11.06,19.67,207.77,Credit card,OFF-AP-10001293,334,3
T4832,12/11/2014,3,87.91,4.95,8.79,92.86,Credit card,OFF-ST-10004258,334,3
T4833,12/11/2014,2,45.16,2.54,4.52,47.7,Credit card,OFF-ST-10002214,334,3
T4834,12/11/2014,3,9.91,0.62,0,10.53,Credit card,OFF-BI-10004970,334,3
T4835,10/10/2017,5,9.98,0.62,0,10.6,Debitcard,OFF-BI-10002571,487,2
T4836,10/10/2017,2,99.14,5.58,9.91,104.71,Debitcard,OFF-PA-10002581,487,2
T4837,10/10/2017,4,7.48,0.47,0,7.94,Debitcard,OFF-BI-10001097,487,2
T4838,03/06/2017,2,7.6,0.47,0,8.07,COD,OFF-BI-10003429,652,3
T4839,03/06/2017,6,27.74,1.73,0,29.48,COD,OFF-PA-10000682,652,3
T4840,03/06/2017,4,211.17,10.56,42.23,221.73,COD,TEC-PH-10001700,652,3
T4841,25/11/2017,2,22.06,1.24,2.21,23.31,netbanking,FUR-FU-10000629,338,2
T4842,28/12/2016,3,3.7,0.23,0,3.93,Credit card,OFF-BI-10001267,393,1
T4843,04/10/2017,5,731.76,32.01,219.53,763.77,Debitcard,OFF-ST-10001418,124,3
T4844,09/11/2016,4,23.94,1.5,0,25.43,Debitcard,OFF-FA-10004968,694,1
T4845,05/04/2014,2,1.8,0.11,0,1.91,Debitcard,OFF-BI-10004140,90,2
T4846,26/07/2015,3,2.63,0.16,0,2.79,Debitcard,OFF-BI-10003460,235,1
T4847,27/06/2014,5,329.95,16.5,65.99,346.45,COD,TEC-PH-10002115,137,1
T4848,27/06/2014,11,179.08,10.07,17.91,189.15,COD,OFF-AR-10003478,137,1
T4849,27/06/2014,1,9.33,0.58,0,9.91,COD,OFF-AR-10000475,137,1
T4850,14/09/2014,2,11.76,0.74,0,12.5,EMI,OFF-AR-10003045,508,3
T4851,14/09/2014,5,853.93,37.36,256.18,891.29,EMI,FUR-CH-10000454,508,3
T4852,14/09/2014,8,243.07,13.67,24.31,256.74,EMI,OFF-AR-10000380,508,3
T4853,14/09/2014,6,388.7,19.44,77.74,408.14,EMI,OFF-ST-10000736,508,3
T4854,15/12/2014,3,12.54,0.78,0,13.32,Credit card,FUR-FU-10004270,110,1
T4855,15/12/2014,3,14.3,0.89,0,15.2,Credit card,OFF-ST-10000617,110,1
T4856,15/12/2014,3,14.78,0.92,0,15.71,Credit card,FUR-FU-10001706,110,1
T4857,17/01/2015,3,140.02,7.88,14,147.89,Credit card,OFF-BI-10003364,172,1
T4858,17/01/2015,4,31.04,1.94,0,32.98,Credit card,FUR-FU-10001861,172,1
T4859,17/01/2015,9,743.76,37.19,148.75,780.95,Credit card,FUR-FU-10004845,172,1
T4860,19/12/2017,7,25.48,1.59,0,27.07,EMI,OFF-AR-10000823,165,1
T4861,24/12/2016,2,1076.39,57.18,161.46,1133.57,Debitcard,OFF-BI-10001359,137,1
T4862,16/04/2014,6,3791.76,201.44,568.76,3993.2,netbanking,TEC-PH-10001835,40,3
T4863,14/11/2016,1,20.37,1.15,2.04,21.51,COD,OFF-BI-10001191,65,3
T4864,14/11/2016,3,37.39,2.1,3.74,39.49,COD,OFF-BI-10003982,65,3
T4865,30/06/2017,3,431.95,18.9,129.58,450.84,COD,TEC-PH-10001425,57,3
T4866,18/11/2017,6,4208.23,223.56,631.23,4431.79,Cash,FUR-CH-10001215,75,3
T4867,18/11/2017,11,633.4,31.67,126.68,665.07,Cash,OFF-BI-10001718,75,3
T4868,18/11/2017,3,689.82,36.65,103.47,726.47,Cash,OFF-ST-10000991,75,3
T4869,18/11/2017,3,13.82,0.86,0,14.69,Cash,OFF-LA-10001613,75,3
T4870,29/11/2017,2,179.98,9,36,188.97,Debitcard,TEC-PH-10003437,465,2
T4871,29/11/2017,7,459.09,22.95,91.82,482.04,Debitcard,OFF-PA-10000675,465,2
T4872,27/05/2017,2,3.65,0.23,0,3.88,COD,OFF-FA-10000840,108,2
T4873,27/05/2017,5,91.6,5.15,9.16,96.75,COD,OFF-AP-10001947,108,2
T4874,27/05/2017,3,48.82,2.75,4.88,51.56,COD,OFF-ST-10002301,108,2
T4875,27/05/2017,1,1.19,0.07,0,1.26,COD,OFF-BI-10001922,108,2
T4876,07/12/2014,5,239.6,13.48,23.96,253.08,netbanking,TEC-AC-10001267,472,1
